"834";"261";"0111";"2016";2221229.83118904;"I";"s"
"834";"664";"0111";"2016";109.507686988768;"I";"s"
"834";"281";"0111";"2016";9793.11807529744;"I";"s"
"834";"271";"0111";"2016";66696.0989372612;"I";"s"
"834";"5910";"0111";"2016";25677.438659829;"I";"s"
"834";"684";"0111";"2016";0.482805378252843;"I";"s"
"834";"5520";"0111";"2016";0;"I";"s"
"834";"5141";"0111";"2016";850918.927496878;"I";"s"
"834";"5023";"0111";"2016";0;"I";"s"
"834";"5610";"0111";"2016";908789.573510694;"I";"s"
"834";"5165";"0111";"2016";0;"I";"s"
"834";"5016";"0111";"2016";7062.48187;"I";"s"
"834";"5510";"0111";"2016";96121.800105;"I";"s"
"834";"674";"0111";"2016";3.28814939509604;"I";"s"
"834";"5166";"0111";"2016";0;"I";"s"
"834";"5525";"0111";"2016";5774.781231;"I";"s"
"834";"5071";"0111";"2016";-1015.352916;"I";"s"
"834";"5164";"0111";"2016";-0.311236987756493;"I";"s"
"834";"261";"0112";"2016";10859246.4037781;"I";"s"
"834";"664";"0112";"2016";535.366011846812;"I";"s"
"834";"281";"0112";"2016";61871.1235177366;"I";"s"
"834";"271";"0112";"2016";256779.758494669;"I";"s"
"834";"5910";"0112";"2016";63851.7877805168;"I";"s"
"834";"684";"0112";"2016";3.0502758123849;"I";"s"
"834";"5520";"0112";"2016";0;"I";"s"
"834";"5141";"0112";"2016";3341704.46785982;"I";"s"
"834";"5023";"0112";"2016";1984781.07633899;"I";"s"
"834";"5610";"0112";"2016";27985.5377445225;"I";"s"
"834";"5165";"0112";"2016";0;"I";"s"
"834";"5016";"0112";"2016";431702.668928;"I";"s"
"834";"5510";"0112";"2016";5875560.236967;"I";"s"
"834";"674";"0112";"2016";12.6593642060143;"I";"s"
"834";"5166";"0112";"2016";0;"I";"s"
"834";"5525";"0112";"2016";113150.941222;"I";"s"
"834";"5071";"0112";"2016";-6184.863232;"I";"s"
"834";"5164";"0112";"2016";-0.81457168663893;"I";"s"
"834";"261";"0113";"2016";6480481.83343459;"I";"s"
"834";"664";"0113";"2016";319.490836196931;"I";"s"
"834";"281";"0113";"2016";9023.98875203253;"I";"s"
"834";"271";"0113";"2016";124851.353221237;"I";"s"
"834";"5910";"0113";"2016";19647.9394722047;"I";"s"
"834";"684";"0113";"2016";0.444886936854597;"I";"s"
"834";"5520";"0113";"2016";0;"I";"s"
"834";"5141";"0113";"2016";2763779.21446781;"I";"s"
"834";"5023";"0113";"2016";0;"I";"s"
"834";"5610";"0113";"2016";21784.7582920333;"I";"s"
"834";"5165";"0113";"2016";0;"I";"s"
"834";"5016";"0113";"2016";161454.601209;"I";"s"
"834";"5510";"0113";"2016";2985581.343007;"I";"s"
"834";"674";"0113";"2016";6.15523108716604;"I";"s"
"834";"5166";"0113";"2016";0;"I";"s"
"834";"5525";"0113";"2016";68086.792672;"I";"s"
"834";"5071";"0113";"2016";898.508613;"I";"s"
"834";"5164";"0113";"2016";-0.476038505012089;"I";"s"
"834";"261";"0114";"2016";1070311.8837528;"I";"s"
"834";"664";"0114";"2016";52.7668848583844;"I";"s"
"834";"281";"0114";"2016";9927.530515968;"I";"s"
"834";"271";"0114";"2016";33195.180162768;"I";"s"
"834";"5910";"0114";"2016";1016.105;"I";"s"
"834";"684";"0114";"2016";0.489431975498058;"I";"s"
"834";"5520";"0114";"2016";0;"I";"s"
"834";"5141";"0114";"2016";326563.503814737;"I";"s"
"834";"5023";"0114";"2016";326563.4967806;"I";"s"
"834";"5610";"0114";"2016";1423.136;"I";"s"
"834";"5165";"0114";"2016";0;"I";"s"
"834";"5016";"0114";"2016";42107.826004;"I";"s"
"834";"5510";"0114";"2016";756348.043547;"I";"s"
"834";"674";"0114";"2016";1.63653816807163;"I";"s"
"834";"5166";"0114";"2016";0;"I";"s"
"834";"5525";"0114";"2016";8719.583159;"I";"s"
"834";"5071";"0114";"2016";12511.760117;"I";"s"
"834";"5164";"0114";"2016";-0.0836063157894737;"I";"s"
"834";"261";"0115";"2016";19.4353437751832;"I";"s"
"834";"664";"0115";"2016";0.00095817169064066;"I";"s"
"834";"281";"0115";"2016";0.0349736263306639;"I";"s"
"834";"271";"0115";"2016";0.369721192638446;"I";"s"
"834";"5910";"0115";"2016";310.568362490515;"I";"s"
"834";"684";"0115";"2016";1.72421640989322e-06;"I";"s"
"834";"5520";"0115";"2016";0;"I";"s"
"834";"5141";"0115";"2016";473.636921575643;"I";"s"
"834";"5023";"0115";"2016";94248.6410661056;"I";"s"
"834";"5610";"0115";"2016";28715.7045340662;"I";"s"
"834";"5165";"0115";"2016";0;"I";"s"
"834";"5016";"0115";"2016";1129.271842;"I";"s"
"834";"5510";"0115";"2016";15369.617125;"I";"s"
"834";"674";"0115";"2016";1.82274306188712e-05;"I";"s"
"834";"5166";"0115";"2016";0;"I";"s"
"834";"5525";"0115";"2016";776.11122;"I";"s"
"834";"5071";"0115";"2016";143.188005;"I";"s"
"834";"5164";"0115";"2016";-0.000121348651961223;"I";"s"
"834";"261";"0116";"2016";438.4117525;"I";"s"
"834";"664";"0116";"2016";0.0216139078860055;"I";"s"
"834";"281";"0116";"2016";0.78891575;"I";"s"
"834";"271";"0116";"2016";8.3399665;"I";"s"
"834";"5910";"0116";"2016";1691.99821515047;"I";"s"
"834";"684";"0116";"2016";3.88939216457682e-05;"I";"s"
"834";"5520";"0116";"2016";0;"I";"s"
"834";"5141";"0116";"2016";12994.6097082901;"I";"s"
"834";"5023";"0116";"2016";0;"I";"s"
"834";"5610";"0116";"2016";13483.3679234406;"I";"s"
"834";"5165";"0116";"2016";0;"I";"s"
"834";"5016";"0116";"2016";0;"I";"s"
"834";"674";"0116";"2016";0.000411164314540978;"I";"s"
"834";"5166";"0116";"2016";0;"I";"s"
"834";"5525";"0116";"2016";0;"I";"s"
"834";"5071";"0116";"2016";-7314.42408;"I";"s"
"834";"5164";"0116";"2016";-0.00332929782082324;"I";"s"
"834";"261";"0117";"2016";640.6086125;"I";"s"
"834";"664";"0117";"2016";0.0315823092392049;"I";"s"
"834";"281";"0117";"2016";4.58652175;"I";"s"
"834";"271";"0117";"2016";14.8061605;"I";"s"
"834";"5910";"0117";"2016";496.13464357803;"I";"s"
"834";"684";"0117";"2016";0.000226117703406367;"I";"s"
