geographicAreaM49,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
624,553414811.1,570018318.5,587662369.8,601037629.7,618844938.9,643696048.8,667812820.2,707840191.5,588149108.5,665950941.6,664690136.6,678093663.6,669417864.4,672106992.2,690664719.6,720131585.7,736761693.8,760801677.5,785175766.5,811627542.8,849050090.5,917696022.3,901976962.2,931346017.1,940329035.7,998008997.7,1060514518,1123286513
328,1093656711,1159107800,1249882709,1352546050,1467827734,1541018228,1662503887,1766027146,1735853387,1787406166,1762798454,1802461407,1821405290,1803095517,1862488128,1826040890,1919711503,2057760909,2093880221,2169506511,2259290304,2376689764,2502091192,2627637273,2730071671,2813470985,2907890265,2970788234
332,6643499030,6768541659,6409064572,6060992220,5337086829,5865016514,6107994665,6273198516,6410069475,6583798317,6641050970,6571799639,6555118662,6578876417,6347364670,6461604091,6607183531,6828080111,6892276600,7098210849,6707774880,7078547515,7282459828,7590855717,7804170035,7898695574,8013440480,8107460535
340,7649632974,7898401526,8342631083,8862379665,8746879980,9103744391,9429512733,9900396064,10187664511,9995165036,10569701930,10857515692,11265167898,11777447670,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18142359319,18839040425,19545909275,20481239263
348,1.04267E+11,91867370381,89052388474,88539350080,91148741570,92506425296,92519519379,95609822676,99659709187,1.02836E+11,1.07164E+11,1.1128E+11,1.16319E+11,1.20796E+11,1.26841E+11,1.32407E+11,1.37507E+11,1.38087E+11,1.39263E+11,1.3007E+11,1.30923E+11,1.33093E+11,1.30922E+11,1.33663E+11,1.39309E+11,1.44236E+11,1.47526E+11,1.53629E+11
352,7912634193,7894947436,7628580267,7728777813,8007698425,8017034097,8400654184,9014232736,9653843076,10044152787,10535471929,10946230035,11020792581,11270759252,12177176794,12947992420,13627609280,14903878819,15200761226,14170572948,13683689690,13941164776,14121903277,14705681730,15011602146,15682299589,16835179971,17506759619
356,5.04971E+11,5.07109E+11,5.34596E+11,5.61085E+11,6.02962E+11,6.49063E+11,6.97059E+11,7.28275E+11,7.7188E+11,8.26904E+11,8.60232E+11,9.05109E+11,9.39202E+11,1.01782E+12,1.10226E+12,1.1896E+12,1.28549E+12,1.38397E+12,1.42669E+12,1.53885E+12,1.66962E+12,1.75713E+12,1.85301E+12,1.97134E+12,2.11742E+12,2.29008E+12,2.45297E+12,2.61686E+12
360,2.99904E+11,3.2668E+11,3.50268E+11,3.75675E+11,4.04E+11,4.3721E+11,4.71391E+11,4.93545E+11,4.28759E+11,4.32151E+11,4.53414E+11,4.69934E+11,4.91078E+11,5.14553E+11,5.4044E+11,5.71205E+11,6.02627E+11,6.40863E+11,6.79403E+11,7.10852E+11,7.55094E+11,8.01682E+11,8.50024E+11,8.97262E+11,9.42185E+11,9.88129E+11,1.03786E+12,1.09046E+12
364,2.27192E+11,2.56082E+11,2.64528E+11,2.60637E+11,2.5621E+11,2.62362E+11,2.83748E+11,2.89535E+11,2.95107E+11,3.04463E+11,3.16906E+11,3.23274E+11,3.49126E+11,3.78472E+11,3.91179E+11,4.03657E+11,4.23839E+11,4.58406E+11,4.59556E+11,4.64185E+11,4.91099E+11,5.04092E+11,4.66564E+11,4.65659E+11,4.87095E+11,4.80662E+11,5.45053E+11,5.65521E+11
368,59454434405,20143212556,25306763469,37598781334,35862540869,29295881807,43837954389,53431035856,72055542856,84724540075,85916169391,87896809436,81831771174,54744363484,84393317833,88107144687,97057244290,98394274190,1.04897E+11,1.1099E+11,1.17138E+11,1.29102E+11,1.45391E+11,1.83206E+11,1.83568E+11,1.90599E+11,2.08842E+11,2.1099E+11
372,83401627606,85010978295,87853128533,90218669882,95411500398,1.04604E+11,1.12773E+11,1.24377E+11,1.34949E+11,1.49278E+11,1.63549E+11,1.7304E+11,1.83958E+11,1.89697E+11,2.02371E+11,2.14526E+11,2.26371E+11,2.38162E+11,2.28788E+11,2.18203E+11,2.22134E+11,2.28765E+11,2.2885E+11,2.326E+11,2.51972E+11,3.16887E+11,3.32635E+11,3.58589E+11
376,94305349974,1.01591E+11,1.09474E+11,1.13981E+11,1.22447E+11,1.33128E+11,1.39856E+11,1.45545E+11,1.51633E+11,1.56995E+11,1.7092E+11,1.71168E+11,1.70893E+11,1.72784E+11,1.81383E+11,1.88895E+11,1.998E+11,2.1183E+11,2.18557E+11,2.21462E+11,2.33733E+11,2.45769E+11,2.51212E+11,2.61973E+11,2.72209E+11,2.79247E+11,2.90439E+11,3.0048E+11
380,1.74918E+12,1.77609E+12,1.79091E+12,1.77564E+12,1.81383E+12,1.86619E+12,1.8902E+12,1.92489E+12,1.956E+12,1.98651E+12,2.06021E+12,2.09672E+12,2.10193E+12,2.10511E+12,2.13841E+12,2.15872E+12,2.20204E+12,2.23449E+12,2.21102E+12,2.08981E+12,2.12506E+12,2.13731E+12,2.07706E+12,2.04117E+12,2.04349E+12,2.06237E+12,2.08599E+12,2.11878E+12
388,10861983059,10956929919,12088883272,12326717374,12436668951,12564675997,12604093671,12480032906,12326972594,12448856855,12534926703,12695478091,12781157912,13249755840,13425160304,13545154118,13937830387,14139120968,14024356713,13416178029,13219465065,13448350817,13364437051,13431091370,13522791584,13643498275,13836634472,13972033719
392,4.70361E+12,4.86435E+12,4.9056E+12,4.8802E+12,4.92866E+12,5.06381E+12,5.22079E+12,5.27699E+12,5.21742E+12,5.20428E+12,5.34894E+12,5.37067E+12,5.37701E+12,5.45918E+12,5.57954E+12,5.67231E+12,5.75285E+12,5.84802E+12,5.78407E+12,5.47078E+12,5.7001E+12,5.69352E+12,5.77864E+12,5.89423E+12,5.91632E+12,5.99641E+12,6.05267E+12,6.15766E+12
400,9139675518,9286689984,10619309294,11095080010,11648363933,12368969467,12626634057,13045027993,13437956746,13893453402,14483324254,15246581239,16128413440,16799629430,18238886897,19724737375,21321052779,23064288177,24729629877,25832273458,26519613015,27257408980,27836486311,28490958521,29458329049,30218279693,30843621969,31495699934
398,96319604604,85767818630,81205786692,73704278096,64440110429,59127906312,59402752927,60433321153,59292327414,60885067875,66879612761,75939786962,83344006210,91119733346,99854703088,1.0954E+11,1.21267E+11,1.32047E+11,1.36385E+11,1.38036E+11,1.48047E+11,1.61225E+11,1.68911E+11,1.78967E+11,1.865E+11,1.88652E+11,1.90714E+11,1.984E+11
404,21752320375,22058506264,21883542898,21962276413,22539655518,23532572615,24507993376,24574243295,25398873182,25933433337,26062487954,27226740581,27382415183,28177944170,29616037894,31367025311,33351253813,35636074374,35718915133,36900093127,39999677643,42444303494,44377620610,46990158730,49507476407,52338564977,55410416289,58117461414
296,114775869.6,121993306.4,122220894.5,122928967.7,124544062.5,123745624.5,127467820,130473099.1,139948133.9,136088116.5,152471918.8,145214548,145640620.5,151729143,149172796.4,156559330.8,156482074.3,159666538.4,156326880.2,157582125.6,156125959.7,158615379.7,165990653,173091849.5,172044958,189758660.5,191922384.4,197877403.4
412,7785647035,6928606314,5176663634,3896265448,3896265448,4212923064,4581209639,4932286561,4512371027,3483626413,3682792875,4630491042,4684490937,4409922141,4368139933,4536478030,4691017110,5080425480,5447394489,5643349026,5830068777,6085251213,6256225787,6471533119,6550667193,6818935382,7096484750,7396388409
414,41273279994,24348019808,44510451504,59534268213,64672194600,65561582655,67522225569,69209867570,71741330572,70459053564,73759882772,73919260219,76150544487,89340622053,98488887547,1.08938E+11,1.17125E+11,1.24142E+11,1.27221E+11,1.18219E+11,1.15416E+11,1.26529E+11,1.34913E+11,1.36464E+11,1.37146E+11,1.37959E+11,1.41997E+11,1.37054E+11
417,4813708644,4431311228,3818113566,3227858859,2579538280,2439628718,2612464274,2871496739,2932425169,3039628458,3205085667,3375648192,3375063374,3612340225,3866171214,3859385488,3979138311,4319071113,4681942887,4817077550,4794361821,5079927163,5075449196,5629463744,5855995539,6082963704,6346712244,6637622587
418,1995208285,2080933679,2196630632,2325647951,2505677708,2692445588,2877914428,3076872082,3199784366,3432676209,3632114880,3841438110,4105161212,4360083162,4666217081,4981963805,4936873059,5837118201,6291520410,6763507129,7313450659,7901487807,8525579690,9209868312,9910920121,10631403555,11378056794,12162276141
428,25765154577,23082349561,15036110349,12800439503,12883121248,12741568186,13041507146,14214320177,15142974896,15539944314,16399488672,17459110029,18699177033,20275757946,21965746696,24315514686,27246630327,29965636217,28902570229,24740131647,23765168710,25281601075,26301609180,26940720636,27441384440,28256834484,28840138950,30177306115
422,11547071996,15958135379,16676241410,17843239134,19271259978,20530626340,21585182757,21091575799,21849320883,21750327233,22042666101,22895994816,23677917025,24440931737,25886311965,26597769824,27050313321,29577064026,32312600017,35561463073,38419626605,38772202674,39826865627,40869995654,41640102915,41812922377,42484238979,42718749747
426,1100605428,1145834296,1196998411,1240290699,1280729278,1339571754,1471039320,1590904500,1513367791,1558389812,1638479170,1707773806,1716865592,1797406386,1838631454,1888323798,1969662404,2062895665,2201925196,2249361504,2385943436,2550605402,2703598230,2753421145,2839375021,2910830601,2980607703,2934052629
430,623257953.7,534598189.9,347030773.6,232596017.2,181977658.3,174214106.8,195330967.8,402928347.8,524645470.8,638710993.1,821484104.7,845460903.5,877273610.2,612817528.4,628877057.3,662094190.2,751476905.6,1033280746,1116976486,1204100652,1292000000,1397944000,1555911672,1627483609,1712112756,1871339243,1861982546,1907947984
434,40825381094,47216648265,45936003336,44207343049,45062660853,44062086400,45002425602,47348254003,45666328154,46008670005,47084553732,47325498143,46733809206,52792687188,55134454979,60807799434,64891393710,68192303821,78170621486,77587003124,80942419624,31350422060,70447268521,33724957905,16827614720,9171309561,7695049926,12620963502
438,3089266869,3257354450,3287936920,3307694220,3390227591,3455984504,3613494675,3981178889,4254308369,4697221160,4848480619,4812936813,4765100111,4672773219,4814786822,5047248417,5499150797,6011217028,5848156261,5233596370,5621057217,5392732839,5450617044,5718999814,5889291131,5891875538,6007418073,6049365956
440,33316881597,31425927677,24745098963,20729745809,18705268047,19320686363,20315693765,22000520719,23643338223,23375070839,24270725715,25854252425,27602193683,30511068802,32509569101,35021716116,37615580015,41786002203,42884170849,36531239853,37130286201,39374117951,40880947405,42311200356,43807995380,44693192016,45744903856,47638719305
442,25172281351,27348221309,27845863972,29015570698,30124232798,30555672135,30979915750,32748781294,34728330983,37673641715,40777874110,41810359657,43407293716,44114523132,45708017660,47158078345,49600152814,53744023972,53056323196,50743806576,53212476812,54563666562,54371319074,56358248456,58779842025,61081638753,62554580195,63522097424
450,6694796490,6272386002,6346786053,6479850219,6475210112,6586079512,6727608764,6975838910,7249332820,7590012079,7949568336,8425628056,7359714704,8080004956,8504771110,8896237215,9343060249,9926129628,10635156365,10176806150,10250149525,10432131627,10745936058,10906202648,11261052454,11659333282,12128938860,12275374866
454,3446387991,3715230182,3421052077,3789478484,3350322653,3652594174,4005889411,4157809526,4207801177,4259972576,4327261823,4119761941,4229144022,4470443731,4712763374,4866810255,5095554789,5584727730,6011383500,6512019251,6868297764,7297483228,7253422409,7707294553,8186182610,8453018824,8681016913,9121947008
458,81801045847,89609338022,97571233413,1.07226E+11,1.17104E+11,1.28614E+11,1.41479E+11,1.51839E+11,1.40664E+11,1.49298E+11,1.62524E+11,1.63365E+11,1.72172E+11,1.82138E+11,1.94494E+11,2.04864E+11,2.16306E+11,2.2993E+11,2.4104E+11,2.37392E+11,2.55018E+11,2.68518E+11,2.83215E+11,2.96509E+11,3.14319E+11,3.30323E+11,3.44274E+11,3.64575E+11
462,842949514.9,907460957.4,964231026.8,1023581554,1091533607,1168947338,1260810779,1366692921,1469122223,1559850158,1619839039,1555958507,1669051582,1898547006,2013100663,1748799604,2205437294,2375561800,2600891743,2412877398,2588176058,2809898207,2880634131,3090375234,3316887570,3412565435,3661313687,3914372502
466,1596194879,1830023516,1797246958,1878400331,2012675446,2761848784,3320000917,3700494696,3941552833,4462505581,4459790817,5113650591,5519162811,6234019398,5850456259,6457062668,7265077393,7868284717,8619380049,9631854475,10678749002,11506340239,12796847490,13694480072,14761105543,15884581799,17274741579,18474416142
470,4259137685,4525610214,4737903682,4950197149,5229938020,5561646563,5771728640,6075147191,6386535127,6687977837,7140766898,7184208021,7398499898,7586700613,7620340994,7908668198,8053295349,8374335837,8654584052,8441484157,8740539199,8856558782,9096544493,9515857276,10292499777,11272441432,11860088563,12652624158
584,122853897.5,122961852.7,131742258.5,139655047.8,147863621.7,160007951.5,143522446,135821635.2,131923239.7,128801347.9,136461899,143766546.7,147633241.2,148076751,147918077.9,152266694.1,154453510.3,160097467.6,157478477,154786380.5,164751293,167514161.2,173711817.5,177809801.2,176121238.1,177238588.6,178861501,183333039.1
478,1995860705,2052925499,2097795625,2279660341,2389451441,2331995792,2578195200,2473917903,2542637845,2712247092,2700573411,2754822447,2773142131,2938927593,3107831397,3386594480,4025616181,4139050872,4183751263,4140153157,4337791531,4541667733,4805084461,5098194613,5383693512,5432146753,5524493248,5715714359
480,4058049635,4225534292,4487840588,4713706237,4913493290,5130517223,5393982491,5707282885,6053896006,6211885856,6721442197,6946466910,7064345110,7476862027,7800629606,7939346582,8325621146,8802438252,9276640409,9584158304,10003670690,10411565236,10775566009,11137661607,11554745827,11965284217,12424826650,12905927155
484,6.43208E+11,6.70366E+11,6.94691E+11,7.1938E+11,7.54925E+11,7.07431E+11,7.55347E+11,8.07065E+11,8.48741E+11,8.72112E+11,9.15215E+11,9.11514E+11,9.11151E+11,9.2433E+11,9.60569E+11,9.82737E+11,1.02691E+12,1.05044E+12,1.06246E+12,1.0063E+12,1.0578E+12,1.09655E+12,1.13649E+12,1.15188E+12,1.18418E+12,1.22312E+12,1.25885E+12,1.2849E+12
583,235460631,249395784.2,259478883,277091737.1,280634501.9,292543920.5,283389013.5,266134707.4,274171076,278031524.2,290884348.9,295724021.3,297569912.7,303035442.7,294522048.3,300589669.7,299604109.7,293725030.2,287210540,290592051.4,296525000,306450384.7,300353380.2,288764174.3,282538618.5,296471130.9,296282589,302208115.9
492,3661805903,3699856452,3759041957,3736012642,3823636477,3903362052,3957540874,4050041799,4194069436,4336965540,4505029992,4593078524,4644450128,4682512867,4812987535,4890366600,5175141682,5920658091,5954432138,5248027700,5362349544,5741644903,5798197827,6353131674,6809263457,7145799711,7375454912,7375587355
496,3852536742,3496300360,3164232591,3069207048,3139801777,3337986620,3416526554,3553131599,3678642657,3796937019,3837042677,3950339311,4137313300,4427117800,4897506083,5252767023,5702205791,6286564270,6846087298,6759232302,7189483180,8432615260,9471475495,10574813154,11408672029,11680140401,11816629854,12416139431
499,3990904337,3559687381,2723023407,1728303815,1754073753,2004901145,2558095807,2726459398,2851873095,2614789669,2994466750,3027401138,3085040765,3161631975,3301573624,3439599315,3734242241,3988549757,4276632745,4028797867,4138958868,4272583129,4156206646,4303709611,4380475425,4528989307,4662547991,4882470223
500,129064083.8,120029990.9,120262600.3,117193111.9,124083790,113131910.3,83483584.69,65023041.02,53688210.24,49682656.02,48426617.74,48273852.39,49385220.35,49625825.78,51970773.99,53597725.03,53215811.64,54938241.03,57386305.85,57122785.61,55511111.11,58543503.42,60594378.32,63790993.39,65219349.46,63962854.41,64302757.33,62496307
504,43559127753,46586138482,44707860187,44255178995,48839145388,45625798167,51200012225,50059341071,53901347232,54186710192,55049670222,59206994887,61170320101,65034429066,68157295470,70187368974,75633805038,77680318499,82281539471,89659328280,93217221947,99064269533,1.01341E+11,1.06328E+11,1.10594E+11,1.16048E+11,1.19853E+11,1.26561E+11
508,2290668014,2402910727,2277206523,2476852448,2629398383,2688226180,3409889149,3779590412,4227826927,4558568732,4635084442,5224711951,5684176127,6053682062,6526546434,7095704871,7794706692,8373526378,8949328216,9517740865,10154250870,10877003555,11659956863,12492630580,13422600782,14307673761,14846126975,15400901937
104,6728789695,6685011059,7330846345,7773586248,8354891558,8935393589,9511075955,10048602629,10546367055,11700680600,13309048030,14818838476,16600880660,18899105757,21462705784,24374974059,27562192167,30867295655,34032830455,37623296590,41444923053,43762308622,46971254493,50929052878,54998750508,58844725293,62311852878,66574951394
516,5023203323,5433378639,5824002842,5732010433,5831167310,6058525354,6251872544,6515707841,6730177935,6956936373,7199885346,7284696305,7633535734,7957181946,8933492212,9159443690,9807307199,10334356220,10608197232,10639594414,11282158756,11856558268,12456675867,13156109954,13991741773,14846180099,14950117620,14834952061
520,183713159,148819170.8,124620701.5,104535072.6,100493646.6,92531042.28,81557381,74254953.42,65501819.93,61199515.99,57003528.6,53149494.52,47849801.58,47986010.87,45915491.73,40371734.59,32391549.15,32509251,63582539.43,52035987.93,62494508.24,71387226.7,85837401.62,115193792,157239527,161642233,178453025.6,185521005.3
524,6751789371,7181637335,7476665131,7764273761,8402438012,8693872150,9157924538,9639667957,9923319434,10368252816,11002313627,11621579024,11635503261,12094555620,12660895673,13101391156,13542202500,14004202901,14859108953,15532684059,16280802530,16837903629,17642956173,18371412252,19471663891,20118698716,20201778243,21716782635
528,5.36977E+11,5.50074E+11,5.59459E+11,5.66494E+11,5.83269E+11,6.01444E+11,6.22895E+11,6.49679E+11,6.7908E+11,7.13385E+11,7.43624E+11,7.5942E+11,7.60207E+11,7.62365E+11,7.77847E+11,7.94651E+11,8.22612E+11,8.53036E+11,8.6753E+11,8.34845E+11,8.46555E+11,8.60638E+11,8.51541E+11,8.4992E+11,8.61987E+11,8.81474E+11,9.00954E+11,9.29444E+11
540,5348131499,5610191448,5639364154,5669241203,5816085146,6161562413,6189281995,6313510311,6111460587,6380364853,6539873974,6670671454,6837438240,7165635276,7445095051,7713118473,8152766226,8498468040,8548795564,8748243492,9355222390,9769976431,9922420956,10107014232,10453188470,10834050003,11157396193,11458061777
554,82680246934,81322186451,82352129954,87732052549,92308499625,96533659730,99775216314,1.02777E+11,1.03873E+11,1.09267E+11,1.11769E+11,1.16014E+11,1.21885E+11,1.27419E+11,1.31585E+11,1.35952E+11,1.3945E+11,1.44694E+11,1.42457E+11,1.45187E+11,1.46584E+11,1.50535E+11,1.54298E+11,1.57464E+11,1.63193E+11,1.70509E+11,1.76499E+11,1.81482E+11
558,4700842005,4691929173,4710069610,4691672925,4848174302,5134829150,5460661072,5677266439,5887988483,6302265618,6560758724,6755012524,6805941193,6977500794,7348157532,7662834907,7981001115,8386144825,8674269021,8388654390,8758602361,9311855731,9916766590,10405375012,10903320087,11423256769,11955438797,12536604034
562,2827807467,2838064230,2843966367,2870422017,2947169793,3043971240,3198886394,3214757348,3623416979,3659426992,3564884331,3832887809,4035149086,4172321229,4138044650,4445126561,4701891993,4849835325,5314824390,5276947169,5718587531,5848873238,6541954141,6886609485,7405106505,7726312049,8106889231,8503681544
566,1.2978E+11,1.29795E+11,1.33209E+11,1.35283E+11,1.36345E+11,1.39274E+11,1.45029E+11,1.49221E+11,1.53422E+11,1.5415E+11,1.62347E+11,1.69509E+11,2.05694E+11,2.26743E+11,2.50505E+11,2.66817E+11,2.82909E+11,3.01156E+11,3.20039E+11,3.42232E+11,3.69062E+11,3.871E+11,4.03665E+11,4.2544E+11,4.52284E+11,4.64282E+11,4.56775E+11,4.60496E+11
578,2.55628E+11,2.63513E+11,2.72932E+11,2.80698E+11,2.94889E+11,3.07138E+11,3.22581E+11,3.39628E+11,3.48542E+11,3.55559E+11,3.66955E+11,3.74608E+11,3.79993E+11,3.83489E+11,3.98671E+11,4.09135E+11,4.18934E+11,4.3144E+11,4.33514E+11,4.26183E+11,4.29131E+11,4.33302E+11,4.45095E+11,4.49743E+11,4.58626E+11,4.67661E+11,4.73214E+11,4.82586E+11
512,27056342767,28689947459,31130957324,33040463035,34310394845,35966976003,37008197142,39294102518,39668845501,39800346255,42407693363,44308746408,43820949280,42651547280,43202692720,44278535459,46657129142,48734623737,52730900887,55954022117,57048387488,58511751090,63838912882,67097112190,68051820928,71221327508,74768462031,74074510980
586,78570990025,82547914922,88908475724,90471768325,93853074267,98510635516,1.03285E+11,1.04333E+11,1.06993E+11,1.1091E+11,1.15634E+11,1.17927E+11,1.21729E+11,1.27629E+11,1.37032E+11,1.4754E+11,1.56654E+11,1.64225E+11,1.67019E+11,1.71748E+11,1.74508E+11,1.79304E+11,1.85592E+11,1.93752E+11,2.02809E+11,2.12404E+11,2.24026E+11,2.36748E+11
585,157937947.4,165685122.6,169624253.2,148760393.3,159619894.8,175656454.9,194127703.3,202239285,206433180.1,199048363.9,196689344.7,200747585.7,210462050.5,210773037.8,212439549.3,212943733.4,207332042.6,208335443.1,194972392.1,184541944.2,182844000,194435350,202144477.4,199078958.4,204448610.7,225175822.2,225307969.9,216925811.2
591,10159511104,11116436132,12028170653,12684396769,13045920817,13274443423,13647532814,14529912615,15596908465,16206829528,16647946226,16743109139,17116294158,17836164986,19177815640,20556945841,22309993085,25012326976,27477455544,27818998273,29440287581,32771051684,35975676303,38459234369,40407814987,42660859646,44789036037,47188170254
598,6131280414,6715509958,7645546407,9037210593,9574211448,9257070584,9867662318,9241648803,9674361658,9853845794,9612005539,9607914427,9800692581,10230631254,10288650660,10692926905,10938145676,12152037067,12116276483,12940082236,14250756860,14408562741,15079483794,15656246244,17557795047,18771361106,18647841234,18373457591
600,10317514313,10572204155,10762506678,11208277877,11555081528,12183483587,12234175269,12599504978,12673794512,12484137701,12068990305,12316453987,14167439782,14779578550,15379248039,15707363142,16462434495,17354965607,18458588836,17726577417,20047518467,20918063351,20658895272,23558634983,24671152353,25401970186,26423016336,27553416870
604,58493502567,59791624947,59468445759,62586719507,70290122127,75499600758,77612814258,82639659965,82316094660,83546646720,85797703674,86327841100,91035754896,94827415150,99529151089,1.05785E+11,1.13749E+11,1.23439E+11,1.34704E+11,1.3618E+11,1.47528E+11,1.56862E+11,1.66493E+11,1.76237E+11,1.80424E+11,1.86291E+11,1.93652E+11,1.98546E+11
608,94520112368,93973469806,94290727089,96286208517,1.00511E+11,1.05213E+11,1.11364E+11,1.17139E+11,1.16463E+11,1.20052E+11,1.25348E+11,1.28976E+11,1.33678E+11,1.40322E+11,1.49721E+11,1.56874E+11,1.65099E+11,1.76023E+11,1.83333E+11,1.85438E+11,1.99591E+11,2.06895E+11,2.20724E+11,2.36316E+11,2.50838E+11,2.66056E+11,2.84349E+11,3.03356E+11
616,2.26664E+11,2.10762E+11,2.16062E+11,2.2414E+11,2.36003E+11,2.52409E+11,2.67697E+11,2.84988E+11,2.9814E+11,3.1198E+11,3.26205E+11,3.30275E+11,3.37018E+11,3.49024E+11,3.66949E+11,3.79769E+11,4.03237E+11,4.31603E+11,4.49945E+11,4.62635E+11,4.79321E+11,5.0337E+11,5.11464E+11,5.18583E+11,5.35792E+11,5.56361E+11,5.734E+11,6.00956E+11
620,1.66593E+11,1.7387E+11,1.75764E+11,1.72173E+11,1.73834E+11,1.81279E+11,1.87617E+11,1.95922E+11,2.0531E+11,2.13293E+11,2.21371E+11,2.25673E+11,2.27408E+11,2.25284E+11,2.29365E+11,2.31124E+11,2.34713E+11,2.40562E+11,2.41042E+11,2.33863E+11,2.38303E+11,2.3395E+11,2.24526E+11,2.21988E+11,2.23971E+11,2.28052E+11,2.21988E+11,2.23971E+11
630,64668331549,66153612058,69173030988,72387881552,75417072060,78846897442,80674183336,84612130993,89292718909,94100337391,97178385810,1.03315E+11,1.04263E+11,1.04312E+11,1.07478E+11,1.05342E+11,1.03857E+11,1.0265E+11,1.00757E+11,98789551892,98381300000,98028592583,98057290562,97756424655,96592767902,95579081232,94310815718,92066818925
634,19359252668,19037456873,21194501193,20913645218,21210348865,21719235240,22669215167,29472709038,32779149832,34183429706,36927718337,38367215261,41122949433,42652690048,50849898678,54659442328,68964459742,81368462912,95740605519,1.07188E+11,1.25122E+11,1.41415E+11,1.48043E+11,1.54572E+11,1.60723E+11,1.6643E+11,1.7013E+11,1.72845E+11
410,3.62886E+11,4.00459E+11,4.25189E+11,4.54301E+11,4.96124E+11,5.43606E+11,5.84891E+11,6.19529E+11,5.85633E+11,6.5186E+11,7.10035E+11,7.42166E+11,7.97327E+11,8.20715E+11,8.60928E+11,8.94708E+11,9.4102E+11,9.92432E+11,1.02051E+12,1.02773E+12,1.0945E+12,1.1348E+12,1.16081E+12,1.19443E+12,1.23434E+12,1.26878E+12,1.30595E+12,1.34595E+12
498,10126604386,8356185498,5928874151,5859560218,4047834014,3992164227,3757542179,3819431382,3569557544,3449326145,3522028322,3738331019,4030281020,4297221099,4613637480,4959724634,5197030210,5352859481,5772394488,5426651869,5811622394,6207717279,6162190588,6741451186,7064545139,7034291623,7348736479,7681282775
642,1.24284E+11,1.08223E+11,98734617314,1.00244E+11,1.04186E+11,1.11623E+11,1.15942E+11,1.10359E+11,1.08055E+11,1.07621E+11,1.10199E+11,1.16361E+11,1.22394E+11,1.29155E+11,1.39951E+11,1.45789E+11,1.57533E+11,1.68346E+11,1.82251E+11,1.7148E+11,1.66658E+11,1.70041E+11,1.72147E+11,1.78226E+11,1.83709E+11,1.91009E+11,2.00217E+11,2.14126E+11
643,1.42961E+12,1.35813E+12,1.1612E+12,1.06018E+12,9.25535E+11,8.87588E+11,8.55566E+11,8.67382E+11,8.21022E+11,8.73166E+11,9.60881E+11,1.0098E+12,1.0577E+12,1.13487E+12,1.21631E+12,1.29386E+12,1.39936E+12,1.51879E+12,1.5985E+12,1.47348E+12,1.53985E+12,1.60551E+12,1.6642E+12,1.69391E+12,1.70577E+12,1.66313E+12,1.6598E+12,1.68545E+12
646,2472919007,2382600604,2540959625,2321737545,1188442483,1586839449,1822967934,2084326342,2276153915,2423440066,2625798121,2849151496,3224664359,3295858247,3541546960,3873785106,4231150507,4553616943,5061745872,5378628474,5772288798,6235747052,6774587071,7090073714,7630309691,8307349610,8804310871,9341754930
659,374521396.4,366475329.4,382150494.3,408921572.1,430648191.3,455422596.9,482229528,515485668.7,512045785.6,529396452.6,586013346,618030945.8,633989648.2,611069868,633108541.6,688637283.8,701330014.8,699881304.1,743917778.1,721450716.6,705224546.3,722140983.5,717804162.8,762450824.3,807916198.2,840041812.9,858599348.3,868649793.3
662,815960002.9,820760707.6,880649679.2,883024611.7,898407202.4,908575109.2,972487667,969117732.2,1030793350,1054310266,1050490038,1011601264,1011468099,1060081354,1146187811,1126931889,1306421215,1324343701,1394668122,1379732717,1382037037,1430598440,1421594524,1402818586,1452788184,1439218302,1487609014,1531860486
882,385926111.5,377049783.7,376295720.6,391723798.8,381765802.1,404806355.9,435205801.9,441291217.7,451218802.1,465346140.1,498330931.8,538445667.9,555524402.7,586934785.8,612781423.7,643760997.9,647549449.6,687553900.1,678683530,651125257.4,679252092,703402914.3,687518399.1,691264429.6,704198988.6,724906682.6,771988541.2,768940333.5
674,1163792645,1181696984,1191555592,1295835876,1386314357,1515131177,1588740790,1668484536,1793954572,1956798663,1999511868,2111634028,2116973179,2199730011,2301173872,2354565377,2445330936,2530757344,2572530505,2243636483,2139342824,1936882237,1791233148,1737028294,1720637898,1729389376,1767387558,1800247330
678,102048124.6,103273725.3,103996641.4,105140604.5,107453697.8,109602771.7,111246813.3,112355193.3,115164055.1,118043163.2,118572431.4,122206065.5,124653936.3,133334875.2,138444570.4,148265510.4,161780870.3,167044580.7,180719137,185103889.1,197454025.2,206138473.4,212615185.8,222852198.2,237360725,246519395,256821987.4,266773738.6
682,2.93927E+11,3.3804E+11,3.51519E+11,3.46725E+11,3.48663E+11,3.49402E+11,3.58617E+11,3.62576E+11,3.73066E+11,3.59027E+11,3.79223E+11,3.74632E+11,3.6407E+11,4.04999E+11,4.37231E+11,4.61602E+11,4.74473E+11,4.83237E+11,5.13438E+11,5.02865E+11,5.28207E+11,5.81011E+11,6.12452E+11,6.28984E+11,6.51958E+11,6.7873E+11,6.90069E+11,6.84994E+11
